product_title,product_description,ship_from,ship_to,seller,price,source
**28 Grams** Psilocybe Cubensis Mushroom Capsules,"Here i am offering 28 Grams worth of Psilocybe Cubensis Mushroom Powder in Capsule form





****Dosage Guidelines****



     Light Dose :     1 Gram

Average Dose:    1.5 - 3.5 Grams

   Strong Dose:     3.5 - 5 Grams

   Heavy Dose:     5 Grams +





**** The benefit of Mushroom Capsules **** 



Taking Mushrooms in capsule form has many benefits. This includes:



Taste: The biggest downside to taking Mushrooms always seems to be the taste.. They don't taste that great the be perfectly honest! But taking them in my capsule form this completely eliminates the issue.



Easy:  These capsules are as easy to take as any other capsule or pill that you may have taken in the past. Simply swallow it with water and wait for the trip!



Quick: For Mushrooms to work your stomach acid has to break down and process the mushrooms first for them to take effect. Because i have already grounded the Mushrooms into powder your body is able to absorb them much quicker. This leads to a quicker and cleaner come up.



Stealth: In the unfortunate event that you are caught with these on you by Law Enforcement then it would be much easier to explain that these are some form of Herbal Medicine/Supplement opposed to an illegal drug simply because they are not something Law Enforcement are familiar with.





**** Estimated Postage ****



I am based within the EU. For security reasons i am not prepared to state which country but i do ship WorldWide. My postage time estimates are as follows:



Europe: 3 - 5 Working Days

Rest of World: 5 - 7 Working Days



I do not send packages that require a signature. This is simply for security reasons.





**** I pride myself on a professional service. Here are my promises ****



Quality of product: I am an experienced grower so be assured that i provide potent and quality Mushrooms. I only wish to provide you with the best product possible to make sure you have a great experience



Same day postage: I will post your items the same day you make the order. Making sure you receive your product as soon as possible. 



Professional Stealth: Stealth is usually the biggest concern amongst customers using these services. Because of this i make the utmost effort to insure my stealth is as good as i can make it. I make sure every package looks professional. It doesn't stick out from the crowd as it looks like any other package. 

Also inside the package i make sure that the contents are not visible. This is so that if the package was damaged for whatever reason or if anybody decided to be nosey and look inside they would not be able to see the product. The packages i use also fit through standard letter boxes so will still be delivered if you are outside of the house.





****Guide for first timers and inexperienced users****



Because some of you maybe unfamiliar with a mushroom trip i feel, as the provider, i have the responsibility to lend some advice to make you you have the best experience possible. 



**** Set, Setting and Bad Trip Management ****



1. Your mindset as you take mushrooms is very important. A mushroom trip is not just visual hallucinations. You can also experience such things as fascinating and mind expanding thought patterns. This is usually extremely enjoyable but if you enter a mushroom trip with pressing matters on your mind it can sometimes effect your trip. If you are inexperienced with Mushroom use i would strongly suggest taking them when you are in a clear and positive mindset.



2. Setting is also important for inexperienced users. When you first experience psychedelics it's like something you have never experienced before. What you experience varies from the dosage you take but regardless you can experience numerous effects such as: 



Euphoria

Laughing Fits

Creative, Philosophical or Deep thinking

Feelings of wonder

Time may seem to pass by slowly

Etc



Add those to the potential Open and Closed eye visuals, the whole experience may feel overwhelming at first. Because of this i always recommend making sure you are in a safe and familiar environment for your first trips. A place where you know you won't be disturbed and can enjoy yourself with total freedom.

If you decide to take these in public then i strongly suggest making sure you are with close friends that you trust. This also goes for tripping indoors as well simply because tripping with great friends is a fantastic experience.



3. Bad Trip Management



All of what i said above with make you feel at ease and will help you have the enjoyable experience that Magic Mushrooms provide. Though if you do find yourself starting to have a bad trip, or if someone you know is then i advise doing the following:



Stay calm. If you are having an uneasy experience just remember that it will pass.



Change your setting: Sometimes going into another room, away from everyone else can reduce anxiety and bring back clarity



Change the Media: If you are listening to music or watching a film and you are picking up some bad vibes then simply changing them to something else, or off completely can help



Trust the Mushrooms: What i mean by this is trust the fact you will not overdose. To over dose on these mushrooms you would need to consume 17 POUNDS… thats a lot! So remember that you are 100% safe.



Don't fight the experience: Most bad trips i find come from people resisting the experience. Sometimes people find the alien world of a trip a bit too strange and overwhelming. If this is the case i strongly suggest you stay calm and ride out the experience. Try to enjoy it the best you can as trying to fight it just leads to anxiety and bad trips. 



Bad trips are very uncommon when you have a good ""Set & Setting"" and often provide safe and incredibly fun experiences. But if you do have a bad experience, just remember, it will end. It may be a good idea to have something like Xanax on hand to use as anti anxiety if you do have a bad trip as i have read reports that it works to stop it. Don't take it before a trip though as it does reduce the effect of good trips as well as bad ones



If you would like to research in more depth then i strongly suggest reading through this website. It has a wealth of Knowledge on every drug imaginable including dosage suggestions, trip reports and various ways to take the mushrooms.



https://www.erowid.org/plants/mushrooms/mushrooms.shtml 



I hope this information has been helpful

Have a happy Trip",Worldwide,Worldwide,1-Up,BTC 0.2479,evolution
**28 Grams** of Psilocybe Cubensis Mushrooms,"Here i am offering 28 Grams of Psilocybe Cubensis Mushrooms





****Dosage Guidelines****



     Light Dose :     1 Gram

Average Dose:    1.5 - 3.5 Grams

   Strong Dose:     3.5 - 5 Grams

   Heavy Dose:     5 Grams +





**** Estimated Postage ****



I am based within the EU. For security reasons i am not prepared to state which country but i do ship WorldWide. My postage time estimates are as follows:



Europe: 3 - 5 Working Days

Rest of World: 5 - 7 Working Days



I do not send packages that require a signature. This is simply for security reasons.





**** I pride myself on a professional service. Here are my promises ****



Quality of product: I am an experienced grower so be assured that i provide potent and quality Mushrooms. I only wish to provide you with the best product possible to make sure you have a great experience



Same day postage: I will post your items the same day you make the order. Making sure you receive your product as soon as possible. 



Professional Stealth: Stealth is usually the biggest concern amongst customers using these services. Because of this i make the utmost effort to insure my stealth is as good as i can make it. I make sure every package looks professional. It doesn't stick out from the crowd as it looks like any other package. 

Also inside the package i make sure that the contents are not visible. This is so that if the package was damaged for whatever reason or if anybody decided to be nosey and look inside they would not be able to see the product. The packages i use also fit through standard letter boxes so will still be delivered if you are outside of the house.





****Guide for first timers and inexperienced users****



Because some of you maybe unfamiliar with a mushroom trip i feel, as the provider, i have the responsibility to lend some advice to make you you have the best experience possible. 



**** Set, Setting and Bad Trip Management ****



1. Your mindset as you take mushrooms is very important. A mushroom trip is not just visual hallucinations. You can also experience such things as fascinating and mind expanding thought patterns. This is usually extremely enjoyable but if you enter a mushroom trip with pressing matters on your mind it can sometimes effect your trip. If you are inexperienced with Mushroom use i would strongly suggest taking them when you are in a clear and positive mindset.



2. Setting is also important for inexperienced users. When you first experience psychedelics it's like something you have never experienced before. What you experience varies from the dosage you take but regardless you can experience numerous effects such as: 



Euphoria

Laughing Fits

Creative, Philosophical or Deep thinking

Feelings of wonder

Time may seem to pass by slowly

Etc



Add those to the potential Open and Closed eye visuals, the whole experience may feel overwhelming at first. Because of this i always recommend making sure you are in a safe and familiar environment for your first trips. A place where you know you won't be disturbed and can enjoy yourself with total freedom.

If you decide to take these in public then i strongly suggest making sure you are with close friends that you trust. This also goes for tripping indoors as well simply because tripping with great friends is a fantastic experience.



3. Bad Trip Management



All of what i said above with make you feel at ease and will help you have the enjoyable experience that Magic Mushrooms provide. Though if you do find yourself starting to have a bad trip, or if someone you know is then i advise doing the following:



Stay calm. If you are having an uneasy experience just remember that it will pass.



Change your setting: Sometimes going into another room, away from everyone else can reduce anxiety and bring back clarity



Change the Media: If you are listening to music or watching a film and you are picking up some bad vibes then simply changing them to something else, or off completely can help



Trust the Mushrooms: What i mean by this is trust the fact you will not overdose. To over dose on these mushrooms you would need to consume 17 POUNDS… thats a lot! So remember that you are 100% safe.



Don't fight the experience: Most bad trips i find come from people resisting the experience. Sometimes people find the alien world of a trip a bit too strange and overwhelming. If this is the case i strongly suggest you stay calm and ride out the experience. Try to enjoy it the best you can as trying to fight it just leads to anxiety and bad trips. 



Bad trips are very uncommon when you have a good ""Set & Setting"" and often provide safe and incredibly fun experiences. But if you do have a bad experience, just remember, it will end. It may be a good idea to have something like Xanax on hand to use as anti anxiety if you do have a bad trip as i have read reports that it works to stop it. Don't take it before a trip though as it does reduce the effect of good trips as well as bad ones



If you would like to research in more depth then i strongly suggest reading through this website. It has a wealth of Knowledge on every drug imaginable including dosage suggestions, trip reports and various ways to take the mushrooms.



https://www.erowid.org/plants/mushrooms/mushrooms.shtml 



I hope this information has been helpful

Have a happy Trip",Worldwide,Worldwide,1-Up,BTC 0.2479,evolution
**7 Grams**  Psilocybe Cubensis Mushrooms,"Here i am offering 7 Grams of Psilocybe Cubensis Mushrooms





****Dosage Guidelines****



     Light Dose :     1 Gram

Average Dose:    1.5 - 3.5 Grams

   Strong Dose:     3.5 - 5 Grams

   Heavy Dose:     5 Grams +





**** Estimated Postage ****



I am based within the EU. For security reasons i am not prepared to state which country but i do ship WorldWide. My postage time estimates are as follows:



Europe: 3 - 5 Working Days

Rest of World: 5 - 7 Working Days



I do not send packages that require a signature. This is simply for security reasons.





**** I pride myself on a professional service. Here are my promises ****



Quality of product: I am an experienced grower so be assured that i provide potent and quality Mushrooms. I only wish to provide you with the best product possible to make sure you have a great experience



Same day postage: I will post your items the same day you make the order. Making sure you receive your product as soon as possible. 



Professional Stealth: Stealth is usually the biggest concern amongst customers using these services. Because of this i make the utmost effort to insure my stealth is as good as i can make it. I make sure every package looks professional. It doesn't stick out from the crowd as it looks like any other package. 

Also inside the package i make sure that the contents are not visible. This is so that if the package was damaged for whatever reason or if anybody decided to be nosey and look inside they would not be able to see the product. The packages i use also fit through standard letter boxes so will still be delivered if you are outside of the house.





****Guide for first timers and inexperienced users****



Because some of you maybe unfamiliar with a mushroom trip i feel, as the provider, i have the responsibility to lend some advice to make you you have the best experience possible. 



**** Set, Setting and Bad Trip Management ****



1. Your mindset as you take mushrooms is very important. A mushroom trip is not just visual hallucinations. You can also experience such things as fascinating and mind expanding thought patterns. This is usually extremely enjoyable but if you enter a mushroom trip with pressing matters on your mind it can sometimes effect your trip. If you are inexperienced with Mushroom use i would strongly suggest taking them when you are in a clear and positive mindset.



2. Setting is also important for inexperienced users. When you first experience psychedelics it's like something you have never experienced before. What you experience varies from the dosage you take but regardless you can experience numerous effects such as: 



Euphoria

Laughing Fits

Creative, Philosophical or Deep thinking

Feelings of wonder

Time may seem to pass by slowly

Etc



Add those to the potential Open and Closed eye visuals, the whole experience may feel overwhelming at first. Because of this i always recommend making sure you are in a safe and familiar environment for your first trips. A place where you know you won't be disturbed and can enjoy yourself with total freedom.

If you decide to take these in public then i strongly suggest making sure you are with close friends that you trust. This also goes for tripping indoors as well simply because tripping with great friends is a fantastic experience.



3. Bad Trip Management



All of what i said above with make you feel at ease and will help you have the enjoyable experience that Magic Mushrooms provide. Though if you do find yourself starting to have a bad trip, or if someone you know is then i advise doing the following:



Stay calm. If you are having an uneasy experience just remember that it will pass.



Change your setting: Sometimes going into another room, away from everyone else can reduce anxiety and bring back clarity



Change the Media: If you are listening to music or watching a film and you are picking up some bad vibes then simply changing them to something else, or off completely can help



Trust the Mushrooms: What i mean by this is trust the fact you will not overdose. To over dose on these mushrooms you would need to consume 17 POUNDS… thats a lot! So remember that you are 100% safe.



Don't fight the experience: Most bad trips i find come from people resisting the experience. Sometimes people find the alien world of a trip a bit too strange and overwhelming. If this is the case i strongly suggest you stay calm and ride out the experience. Try to enjoy it the best you can as trying to fight it just leads to anxiety and bad trips. 



Bad trips are very uncommon when you have a good ""Set & Setting"" and often provide safe and incredibly fun experiences. But if you do have a bad experience, just remember, it will end. It may be a good idea to have something like Xanax on hand to use as anti anxiety if you do have a bad trip as i have read reports that it works to stop it. Don't take it before a trip though as it does reduce the effect of good trips as well as bad ones



If you would like to research in more depth then i strongly suggest reading through this website. It has a wealth of Knowledge on every drug imaginable including dosage suggestions, trip reports and various ways to take the mushrooms.



https://www.erowid.org/plants/mushrooms/mushrooms.shtml 



I hope this information has been helpful

Have a happy Trip",Worldwide,Worldwide,1-Up,BTC 0.0673,evolution
**7 Grams** Psilocybe Cubensis Mushroom Capsules,"Here i am offering 7 Grams worth of Psilocybe Cubensis Mushroom Powder in Capsule form





****Dosage Guidelines****



     Light Dose :     1 Gram

Average Dose:    1.5 - 3.5 Grams

   Strong Dose:     3.5 - 5 Grams

   Heavy Dose:     5 Grams +





**** The benefit of Mushroom Capsules **** 



Taking Mushrooms in capsule form has many benefits. This includes:



Taste: The biggest downside to taking Mushrooms always seems to be the taste.. They don't taste that great the be perfectly honest! But taking them in my capsule form this completely eliminates the issue.



Easy:  These capsules are as easy to take as any other capsule or pill that you may have taken in the past. Simply swallow it with water and wait for the trip!



Quick: For Mushrooms to work your stomach acid has to break down and process the mushrooms first for them to take effect. Because i have already grounded the Mushrooms into powder your body is able to absorb them much quicker. This leads to a quicker and cleaner come up.



Stealth: In the unfortunate event that you are caught with these on you by Law Enforcement then it would be much easier to explain that these are some form of Herbal Medicine/Supplement opposed to an illegal drug simply because they are not something Law Enforcement are familiar with.





**** Estimated Postage ****



I am based within the EU. For security reasons i am not prepared to state which country but i do ship WorldWide. My postage time estimates are as follows:



Europe: 3 - 5 Working Days

Rest of World: 5 - 7 Working Days



I do not send packages that require a signature. This is simply for security reasons.





**** I pride myself on a professional service. Here are my promises ****



Quality of product: I am an experienced grower so be assured that i provide potent and quality Mushrooms. I only wish to provide you with the best product possible to make sure you have a great experience



Same day postage: I will post your items the same day you make the order. Making sure you receive your product as soon as possible. 



Professional Stealth: Stealth is usually the biggest concern amongst customers using these services. Because of this i make the utmost effort to insure my stealth is as good as i can make it. I make sure every package looks professional. It doesn't stick out from the crowd as it looks like any other package. 

Also inside the package i make sure that the contents are not visible. This is so that if the package was damaged for whatever reason or if anybody decided to be nosey and look inside they would not be able to see the product. The packages i use also fit through standard letter boxes so will still be delivered if you are outside of the house.





****Guide for first timers and inexperienced users****



Because some of you maybe unfamiliar with a mushroom trip i feel, as the provider, i have the responsibility to lend some advice to make you you have the best experience possible. 



**** Set, Setting and Bad Trip Management ****



1. Your mindset as you take mushrooms is very important. A mushroom trip is not just visual hallucinations. You can also experience such things as fascinating and mind expanding thought patterns. This is usually extremely enjoyable but if you enter a mushroom trip with pressing matters on your mind it can sometimes effect your trip. If you are inexperienced with Mushroom use i would strongly suggest taking them when you are in a clear and positive mindset.



2. Setting is also important for inexperienced users. When you first experience psychedelics it's like something you have never experienced before. What you experience varies from the dosage you take but regardless you can experience numerous effects such as: 



Euphoria

Laughing Fits

Creative, Philosophical or Deep thinking

Feelings of wonder

Time may seem to pass by slowly

Etc



Add those to the potential Open and Closed eye visuals, the whole experience may feel overwhelming at first. Because of this i always recommend making sure you are in a safe and familiar environment for your first trips. A place where you know you won't be disturbed and can enjoy yourself with total freedom.

If you decide to take these in public then i strongly suggest making sure you are with close friends that you trust. This also goes for tripping indoors as well simply because tripping with great friends is a fantastic experience.



3. Bad Trip Management



All of what i said above with make you feel at ease and will help you have the enjoyable experience that Magic Mushrooms provide. Though if you do find yourself starting to have a bad trip, or if someone you know is then i advise doing the following:



Stay calm. If you are having an uneasy experience just remember that it will pass.



Change your setting: Sometimes going into another room, away from everyone else can reduce anxiety and bring back clarity



Change the Media: If you are listening to music or watching a film and you are picking up some bad vibes then simply changing them to something else, or off completely can help



Trust the Mushrooms: What i mean by this is trust the fact you will not overdose. To over dose on these mushrooms you would need to consume 17 POUNDS… thats a lot! So remember that you are 100% safe.



Don't fight the experience: Most bad trips i find come from people resisting the experience. Sometimes people find the alien world of a trip a bit too strange and overwhelming. If this is the case i strongly suggest you stay calm and ride out the experience. Try to enjoy it the best you can as trying to fight it just leads to anxiety and bad trips. 



Bad trips are very uncommon when you have a good ""Set & Setting"" and often provide safe and incredibly fun experiences. But if you do have a bad experience, just remember, it will end. It may be a good idea to have something like Xanax on hand to use as anti anxiety if you do have a bad trip as i have read reports that it works to stop it. Don't take it before a trip though as it does reduce the effect of good trips as well as bad ones



If you would like to research in more depth then i strongly suggest reading through this website. It has a wealth of Knowledge on every drug imaginable including dosage suggestions, trip reports and various ways to take the mushrooms.



https://www.erowid.org/plants/mushrooms/mushrooms.shtml 



I hope this information has been helpful

Have a happy Trip",Worldwide,Worldwide,1-Up,BTC 0.0672,evolution
100g Frisian Dew * Hybrid * bio * lila * Handarbeit *,"Bestellung bis 13 Uhr in der Post bis 18:00.






Ich baue schon an bevor ich überhaupt rauchte!


Mein Urteil:




100 Gramm ordentliches Sativa/Indica 50/50 Bioweed aus heimischer Produktion. 


Drei unterschiedliche Phänotypen von grün über bisschen lila zu komplett lila. Leicht unterschiedlich aber gleiche Sorte. Keine Auswahl möglich.


Keinerlei Pestizide eingesetzt!




Schulnoten:


Gesamt: 2,3


High: 2- 


Aussehen: 2-


Geruch: 2-


Preis/Leistung: 2






Schau Dir auch meine ANGEBOTE an:


5g a 7,10 € = 35,50 €      -4%


10g a 6,90 € = 69 €         -6,75%


100g a 6,49 € = 649 €    -12,3%




Versand mit einem Logistikunternehmen Deiner Wahl!




Bitte immer PGP benutzen.




:-)",Germany,Germany,100Pro-bio-DEU,BTC 2.3835,evolution
10g Frisian Dew * Hybrid * bio * lila * Handarbeit *,"Bestellung bis 13 Uhr in der Post bis 18:00.






Ich baue schon an bevor ich überhaupt rauchte!


Mein Urteil:




10 Gramm ordentliches Sativa/Indica 50/50 Bioweed aus heimischer Produktion. 


Drei unterschiedliche Phänotypen von grün über bisschen lila zu komplett lila. Leicht unterschiedlich aber gleiche Sorte. Keine Auswahl möglich.


Keinerlei Pestizide eingesetzt!




Schulnoten:


Gesamt: 2,3


High: 2- 


Aussehen: 2-


Geruch: 2-


Preis/Leistung: 2






Schau Dir auch meine ANGEBOTE an:


5g a 7,10 € = 35,50 €      -4%


10g a 6,90 € = 69 €         -6,75%


100g a 6,49 € = 649 €    -12,3%




Ohne tracking ID gibt es bei Verlust KEINE Refunds, bisher ist allerdings alles angekommen.




Blüten werden bei Großbrief leicht gedrückt!!!


Ansonsten bitte Maxibrief oder Paket wählen.




Bitte immer PGP benutzen.




:-)",Germany,Germany,100Pro-bio-DEU,BTC 0.2534,evolution
1g Danish Durban *AUSVERKAUFT * ab 10.10. neu*,"Danke für Euer Vertrauen.

Leider sind wir ausverkauft.

Ab dem 10.10. gibt es wieder neues Gras.



Angebote per Nachricht sind willkommen.







*AUSVERKAUFT*





Bestellung bis 15 Uhr in der Post bis 18 Uhr!



Ich baue schon an bevor ich überhaupt rauchte!

Mein Urteil:



1 Gramm ordentliches Bioweed aus heimischer Produktion. Keinerlei Pestizide eingesetzt!

Bewertung: (Schulnoten 1-6)

Gesamtnote: 2,2

high: 2

Aussehen: 3+

Geruch: 2-

Preis/Leistung: 2+





Ohne tracking ID gibt es bei Verlust KEINE Refunds!

Blüten werden bei ""normaler Brief"" & ""normaler Brief (tracking ID)"" platt gedrückt!!!



Bitte immer PGP benutzen.



:-)",Germany,Germany,100Pro-bio-DEU,BTC 0.0214,evolution
1g Danish Durban *AUSVERKAUFT* Anfang November neu,"*Ausverkauft*



Vielen Dank für Euer Vertrauen.

Ab der ersten November Woche ist das aktuelle 50/50 Indica/Sativa Weed fertig gereift. 

Wird diesmal auch länger vorhalten ;)



*Ausverkauft*





Bestellung bis 15 Uhr in der Post bis 18 Uhr!





Ich baue schon an bevor ich überhaupt rauchte!

Mein Urteil:



1 Gramm ordentliches sativadominantes Bioweed aus heimischer Produktion. Keinerlei Pestizide eingesetzt!



Schulnoten:

Gesamt: 2,3

High: 2- 

Aussehen: 2-

Geruch: 3+

Preis/Leistung: 2+





Schau Dir auch meine ANGEBOTE an:

5g a 6,6€ = 33€ -4,35%

10g a 6,4€ = 64€ -7,25%



Ohne tracking ID gibt es bei Verlust KEINE Refunds, bisher ist allerdings alles angekommen.



Blüten werden bei Kompaktbrief PLATT gedrückt!!! befinden sich aber in einer Luftpolstertasche. Ansonsten bitte Großbrief wählen.



Bitte immer PGP benutzen.



:-)",Germany,Germany,100Pro-bio-DEU,BTC 0.0228,evolution
5g Frisian Dew * Hybrid * bio * lila * Handarbeit *,"Bestellung bis 13 Uhr in der Post bis 18:00.






Ich baue schon an bevor ich überhaupt rauchte!


Mein Urteil:




5 Gramm ordentliches Sativa/Indica 50/50 Bioweed aus heimischer Produktion. 


Drei unterschiedliche Phänotypen von grün über bisschen lila zu komplett lila. Leicht unterschiedlich aber gleiche Sorte. Keine Auswahl möglich.


Keinerlei Pestizide eingesetzt!




Schulnoten:


Gesamt: 2,3


High: 2- 


Aussehen: 2-


Geruch: 2-


Preis/Leistung: 2






Schau Dir auch meine ANGEBOTE an:


5g a 7,10 € = 35,50 €      -4%


10g a 6,90 € = 69 €         -6,75%


100g a 6,49 € = 649 €    -12,3%




Ohne tracking ID gibt es bei Verlust KEINE Refunds, bisher ist allerdings alles angekommen.




Blüten werden bei Kompaktbrief PLATT gedrückt!!! befinden sich aber in einer Luftpolstertasche. Ansonsten bitte Großbrief wählen.




Bitte immer PGP benutzen.




:-)",Germany,Germany,100Pro-bio-DEU,BTC 0.1303,evolution
GABAPENTIN (NEURONTIN)  30 X 600mg withdrawls/pain,"I have 30 600mg gabepentin for sale. It helps with nerve pain and withdrawal symptoms.




From erowid:


_________________________________________


To start I was prescribed neurontin for nerve damage following a crushed thumb, I have little feeling in it. To try and remedy the situation I had been doing so many illegally purchased pain meds that I had become addicted to oxy contin. Just when I was at the end of my rope, along came neurontin! A miracle I call it. I is nothing short of a savior. I mean I was doing over 300mg of oc's a day. I have a huge tolerance for opiates and in my search of things that soften my withdrawals I found that neurontin made it ridiculously easy to deal with my withdrawals... granted I did have to take alot of neurontin throughout the day. I was taking between 1200 and 1600mg 3 to 4 times during the day sometimes more depending on how I felt, which was generally good. I was able to relax... my mind was clear and not a mess like it is when I usually withdrawal. I know I dont have to tell anyone who has gone through it how terrible it is but believe me I tried neurontin in high doses with some pepsi or coke and sat back and relaxed and let the waves of relaxation take over. It’s sooo easy. It worked so well that I’m on day 7 now and haven’t felt one withdrawal symptom at all. It saved me life and nothing short of that.




As a side note my experience with neurontin is like this: I take 1200mg in one shot and wash it down with a glass of regular soda (helps absorbtion)... and I dont get discouraged if I dont feel better in 15 minutes… the first time I tried it it took almost and hour and half to start.




Heres what happens when it does start:


1. I get chills down my back which feel amazing during withdrawals


2. I start to get almost giddy and instantly am in a great mood (wanted to talk peoples ears off) which is a good thing in withdrawal because normally I dont want to see or talk to anyone unless they are gonna give me pills.


3. I get the munchies... which is so amazing during withdrawals because it gives me energy I wouldnt get without.


4. I get energy that I didnt know I had, and the withdrawals are gone.


5. I sit back and relax and feel the waves of euphoria take over and I can do anything I want and feel great while doing it.


6.I am able to make it through my day peacefully and OPIATE FREE, which stay on track is the most important message in this... I cannot be an rx junkie my whole life. I have to take the out when I can and never look back, and just be glad I got through it so easy. (which it is on neurontin)


7. I’mable to get a full nights rest everyday I have over 2000mg of neurontin in my system... (if I only have a minimal amount I would take it closer to bed time and only take like 600mg during the day to feel better and big doses at night to sleep, sleep = very important)


8. Repeat for 4 to 5 days if possible.


9. stay off the opiates... it tears families and friends apart and causes nothing but problems...


10. BE SAFE PEOPLE


__________________________




Order with confidence. I will ship via priority mail within 48 hours of purchase.",United States,United States,123wantRC,BTC 0.1366,evolution
"0,5g MDPV HCL  (99,48%)","This is the best MDPV we found in 5 years, trying over 20 international supplier and we are very happy to share this premium quality with you. Produced in Belgium by a pharmaceutical lab with highest purity you can find around 99,5%,  It is perfect for smoking and i.v. use, but take care that you don't end with an overdose. MDPV has the same or even more potency than crystal meth and is also called ""supercoke"" and ""supercrack"" for a good reason. 






Synonyms: Cloud 9, Supercoke, MDPK, PV


Form: Powder (Hydrochloride)


Color: White / Off-white


Purity: 99,48%",Worldwide,"Austria, Belgium, Bulgaria, Canada, Colombia, Croatia, Cyprus, Czech Republic, Denmark, Estonia, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Mexico, Morocco, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Switzerland, Turkey, United Kingdom",128bpm,BTC 0.0730,evolution
10mg LSZ powder from LL + free blotter paper and al-lad blotter,Ultra rare and exclusive at our shop available: 10mg of LSZ from LizardLabs who stopped selling this chemical. Its one of the potent batches and not one of the last they had in stock which were weaker than the first ones. We had many questions if we could sell bigger amounts of it but thats not possible because we only have one unopened vial left. We stored it at 2°c in an aluminum zip bag so the quality is still as good as ever. We add some high quality blotter paper for free if you want to lay your own tickets and also put a sample al-lad if you finalize early. we sent only via express mail and tracked and you get the number 48 hours after we shipped it.,Portugal,Worldwide,128bpm,BTC 1.3064,evolution
10€ Smoke Special:  Moroc Hash 1.35g,"New in stock! Good quality Hash from Morocco for a real competitive price. Very aromatic taste and strong flavor. You get 1.3g for 10€.




Strength: 3/5


Strong for mid. grade hash but no zero zero 


power


°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°


Taste: 3.5/5 


Good taste and aromatic smell


°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°


Value: 4/5


Very good price ratio


°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°


Quality(all together) : 3.5/5


Better than commercial but no high quality hash


°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°


Bong or pipe recommended !




Only in EU and no high risk countries available. This is an FE offer and will be shipped tracked via express airmail. Max. 2 listings per person because limited stock.",Portugal,"Austria, Belgium, Switzerland, Cyprus, Germany, Denmark, Spain, Finland, France, United Kingdom, Greece, Ireland, Iceland, Italy, Luxembourg, Netherlands, Norway, Portugal, Sweden",128bpm,BTC 0.0484,evolution
15 X DOC blotter (2mg) - for beginners,"2mg DOC HCL blotter from finest crystals with over 99%. This tickets are real strong and its not recommended to take more than 1 even if you are a newbie or re-dose before the first 3 hours until you feel the effects. 


One normal trip takes between 14-20 hours and is more colorful than LSD. Worldwide delivery.",Portugal,Worldwide,128bpm,BTC 0.0827,evolution
1g MDPV (>97%) << for 24€ >>,"This is MDPV with good quality and purity. The stuff is from the Netherlands and fits perfect for all normal users who want to get high quality for a real good price. MDPV HCL potency is 4 times higher than Ritalin and is also called ""supercrack"", because if you smoke MDPV the effects are described as ""crack with longer lasting high"". The price is very low compared to weaker drugs like meth or coke and thats why many users prefer MDPV after testing it a couple times. 


Don't re-dose to often otherwise you won't be able to sleep up to nine days!


If you want the real deal and the best MDPV available, you should try our famous Premium MDPV from Belgium with over 99,4%.",Worldwide,Worldwide,128bpm,BTC 0.0788,evolution
"1g MDPV HCL (99,48%)","This is the best MDPV we found in 5 years, trying over 20 international supplier and we are very happy to share this premium quality with you. Produced in Belgium by a pharmaceutical lab with highest purity you can find around 99,5%. This is the real stuff and you need only 50% of the amount you would take with average quality Peevee. It is perfect for smoking and i.v. use, but take care that you don't end with an overdose. MDPV is a potent upper and has the same or even more potency than meth and also called ""supercoke"" and ""supercrack"" cause of its effects. This premium stuff is more expensive than normal MDPV but it's worth every cent, because you need only 10mg-20mg for a night and a gram should be enough for month even when you use it daily.",Worldwide,Worldwide,128bpm,BTC 0.1327,evolution
"1g MDPV HCL (99,48%) - **premium batch**","This is the best MDPV we found in 5 years, trying over 20 international supplier and we are very happy to share this premium quality with you. Produced in Belgium by a pharmaceutical lab with highest purity you can find around 99,5%. This is the real stuff and you need only 50% of the amount you would take with average quality Peevee. It is perfect for smoking and i.v. use, but take care that you don't end with an overdose. MDPV is a potent upper and has the same or even more potency than meth and also called ""supercoke"" and ""supercrack"" cause of its effects. This premium stuff is more expensive than normal MDPV but it's worth every cent, because you need only 10mg-20mg for a night and a gram should be enough for month even when you use it daily.",Worldwide,Worldwide,128bpm,BTC 0.1314,evolution
